SOL_K_growing,SOL_K_nongrowing,SOL_K_NLCD16
0.046439102,0.151117744,-0.248679281
0.046439102,0.151117744,-0.248679281
0.046439102,0.151117744,-0.248679281
0.046439102,0.151117744,-0.248679281
0.046439102,0.151117744,-0.248679281
0.046439102,0.151117744,-0.248679281
0.046439102,0.151117744,-0.248679281
0.046439102,0.151117744,-0.248679281
0.046439102,0.151117744,-0.248679281
0.046439102,0.151117744,-0.248679281
0.046439102,0.151117744,-0.248679281
0.046439102,0.151117744,-0.248679407
0.046439102,0.151117744,-0.248679281
0.046439102,0.151117744,-0.248679281
0.046439102,0.151117744,-0.248679281
0.046439102,0.151117744,-0.248679281
0.046439102,0.151117744,-0.248679281
0.046439102,0.151117744,-0.248679407
0.046439102,0.151117744,-0.248679281
0.046439102,0.150331357,-0.248679281
0.046439102,0.150331357,-0.248679281
0.046439102,0.150331357,-0.248679284
0.046439102,0.150331357,-0.248679281
0.046439102,0.150331357,-0.248679281
0.046439102,0.150331357,-0.248679281
0.046439102,0.150331357,-0.248679281
0.046439102,0.158598079,-0.248679407
0.046439102,0.158598079,-0.248679281
0.046439102,0.158598079,-0.248679281
0.046439102,0.158598079,-0.248679281
0.046439102,0.158598079,-0.248679284
0.046439102,0.158598079,-0.248679281
0.046439102,0.158598079,-0.248679281
0.046439102,0.158598079,-0.248679281
0.046439102,0.158598079,-0.248679281
0.046439102,0.158598079,-0.248679281
0.046439102,0.158598079,-0.248679281
0.046439102,0.158598079,-0.248679284
0.046439102,0.158598079,-0.248679281
0.046439102,0.158598079,-0.248679281
0.046439102,0.158598079,-0.248679281
0.046439102,0.158598079,-0.248679281
0.046439102,0.158598079,-0.248679281
0.046439102,0.158598079,-0.248679281
0.046439102,0.158578788,-0.248679281
0.046439102,0.158578788,-0.248679284
0.046439102,0.158578788,-0.248679281
0.046439102,0.158578788,-0.248679281
0.046439102,0.158578788,-0.248679283
0.046439102,0.158578788,-0.248776289
0.046439102,0.158578788,-0.248776289
0.046439102,0.158578788,-0.248776289
0.046439102,0.158578788,-0.248776289
0.046439102,0.158578788,-0.248776289
0.046439102,0.158578788,-0.248776289
0.046439102,0.158578788,-0.248776289
0.046439102,0.158578788,-0.248776289
0.046439102,0.158578788,-0.248776289
0.046439102,0.158578788,-0.248776289
0.046439102,0.158578788,-0.248723364
0.046439102,0.158578788,-0.248772287
0.046439102,0.158578788,-0.248776289
0.046439102,0.233869382,-0.248772287
0.046439102,0.233869382,-0.248776289
0.046439102,0.233869382,-0.248776289
0.046439102,0.233869382,-0.248776289
0.046439102,0.233869382,-0.248714599
0.046439102,0.233869382,-0.248772287
0.046439102,0.233869382,-0.248679281
0.046439102,0.233869382,-0.248679281
0.046439102,0.233869382,-0.248679281
0.046439102,0.233869382,-0.248679281
0.046439102,0.233869382,-0.248679281
0.046439102,0.233869382,-0.248679281
0.046439102,0.233869382,-0.248679281
0.046439102,0.233869382,-0.248679281
0.046439102,0.233869382,-0.248679281
0.046439102,0.233869382,-0.248679281
0.046439102,0.233869382,-0.248679281
0.046439102,0.233869382,-0.248679281
0.046439102,0.233869382,-0.248679281
0.046439102,0.233869382,-0.248679281
0.046439102,0.233869382,-0.248272823
0.046439102,0.233869382,-0.248701196
0.046439102,0.233869382,-0.246479504
0.046439102,0.233869382,-0.246908175
0.046439102,0.233869382,-0.248128792
0.046439102,0.233869382,-0.248128792
0.046439102,0.233869382,-0.248128792
0.046439102,0.233869382,-0.248128792
0.046439102,0.233869382,-0.248128792
0.046439102,0.233869382,-0.248128792
0.046439102,0.233869382,-0.248128792
0.046439102,0.233869382,-0.246239649
0.046439102,0.233869382,-0.246239649
0.046439102,0.233869382,-0.246239649
0.046439102,0.233869382,-0.246239649
0.046439102,0.233869382,-0.246239649
0.046439102,0.233869382,-0.246239649
0.046439102,0.233869382,-0.246239649
0.046439102,0.233869382,-0.246239649
0.046439102,0.233869382,-0.246239649
0.046439102,0.233869382,-0.247787205
0.046439102,0.233869382,-0.248146493
0.046439102,0.233869382,-0.246233685
0.046439102,0.233869382,-0.246233685
0.04969666,0.233869382,-0.246233685
0.04969666,0.233869382,-0.246233685
0.04969666,0.233869382,-0.246233685
0.045807591,0.233869382,-0.246233685
0.045807591,0.233869382,-0.246233685
0.045807591,0.233869382,-0.246233685
0.045807591,0.233869382,-0.246233685
0.045807591,0.233869382,-0.246233685
0.045807591,0.233869382,-0.246233685
0.045807591,0.233869382,-0.246233685
0.045807591,0.233869382,-0.246233685
0.045807591,0.233869382,-0.246233685
0.045807591,0.233869382,-0.246233685
0.045807591,0.233869382,-0.246233685
0.048209862,0.233869382,-0.246233685
0.048209862,0.233869382,-0.246233685
0.048209862,0.233869382,-0.246233685
0.048209862,0.233869382,-0.246233685
0.048209862,0.233869382,-0.246233685
0.048209862,0.233869382,-0.246233685
0.048209862,0.233869382,-0.24624254
0.048209862,0.233869382,-0.24624254
0.048209862,0.233869382,-0.24624254
0.048209862,0.233869382,-0.24624254
0.048209862,0.233869382,-0.24624254
0.048209862,0.233869382,-0.24624254
0.048209862,0.233869382,-0.24624254
0.048209862,0.233869382,-0.24624254
0.046439102,0.233869382,-0.24629148
0.046439102,0.233869382,-0.24629148
0.046439102,0.233869382,-0.24629148
0.046439102,0.233869382,-0.246239649
0.046439102,0.150883829,-0.24629148
0.046439102,0.150883829,-0.246239649
0.046439102,0.150883829,-0.24629148
0.046439102,0.150883829,-0.246239649
0.046439102,0.150883829,-0.24629148
0.046439102,0.150883829,-0.246239649
0.046439102,0.150883829,-0.24629148
0.046439102,0.151117744,-0.246239649
0.046439102,0.151117744,-0.24629148
0.046439102,0.151117744,-0.246239649
0.046439102,0.151117744,-0.24629148
0.046439102,0.151117744,-0.246239649
0.046439102,0.151117744,-0.24629148
0.046439102,0.151117744,-0.246239649
0.046439102,0.151117744,-0.24629148
0.046439102,0.151117744,-0.24629148
0.046439102,0.151117744,-0.24654557
0.046439102,0.151117744,-0.24654557
0.046439102,0.151117744,-0.24654557
0.046439102,0.151117744,-0.24654557
0.046439102,0.151117744,-0.24654557
0.046439102,0.151117744,-0.24654557
0.046439102,0.151117744,-0.24654557
0.046439102,0.151117744,-0.24654557
0.046439102,0.151117744,-0.24654557
0.046439102,0.151117744,-0.24654557
0.046439102,0.151117744,-0.24654557
0.047924993,0.151117744,-0.24654557
0.047924993,0.151117744,-0.24654557
0.047924993,0.151117744,-0.24654557
0.047924993,0.151117744,-0.24654557
0.047924993,0.151117744,-0.246506842
0.047924993,0.151117744,-0.246506842
0.047924993,0.151117744,-0.246239692
0.047924993,0.151117744,-0.246239692
0.047924993,0.151117744,-0.246229664
0.047924993,0.151117744,-0.246229664
0.047924993,0.151117744,-0.246229664
0.047924993,0.151117744,-0.246229664
0.047924993,0.151117744,-0.246233685
0.047924993,0.151117744,-0.246233685
0.047924993,0.151117744,-0.246233685
0.047924993,0.151117744,-0.246233685
0.047924993,0.151117744,-0.246233685
0.047924993,0.151117744,-0.246233685
0.047924993,0.178770837,-0.246233685
0.047924993,0.178770837,-0.246233685
0.047924993,0.178770837,-0.246233685
0.047924993,0.178357285,-0.246233685
0.047924993,0.178357285,-0.246233685
0.04658421,0.178357285,-0.246233685
0.04658421,0.178357285,-0.246233685
0.04658421,0.178357285,-0.246233685
0.047566356,0.178357285,-0.246233685
0.047566356,0.178357285,-0.246240714
0.047566356,0.178357285,-0.246233685
0.047566356,0.178357285,-0.246233685
0.047569719,0.178357285,-0.246240714
0.047566356,0.178357285,-0.246233685
0.047569719,0.178357285,-0.246233685
0.047566356,0.178357285,-0.246233408
0.047569719,0.178357285,-0.246240714
0.047566356,0.178357285,-0.246233685
0.047566356,0.178357285,-0.246233408
0.048182699,0.178357285,-0.246240714
0.048182699,0.178829014,-0.246233685
0.048182699,0.178834202,-0.246240714
0.048182699,0.178834202,-0.246233685
0.048182699,0.178834202,-0.246240714
0.048182699,0.178834202,-0.247061997
0.048182699,0.178834202,-0.24629148
0.048182699,0.178834202,-0.246269499
0.048182699,0.178357285,-0.246269499
0.048182699,0.178357285,-0.246269499
0.048182699,0.178357285,-0.246269499
0.048182699,0.178357285,-0.247123259
0.046439102,0.178357285,-0.247123259
0.046439102,0.178357285,-0.247123259
0.046439102,0.178357285,-0.247123259
0.046439102,0.178357285,-0.247123259
0.046439102,0.178357285,-0.247123259
0.046439102,0.17839476,-0.247123259
0.046439102,0.17839476,-0.247123259
0.046439102,0.1769336,-0.247123259
0.046439102,0.1769336,-0.247123259
0.046439102,0.1769336,-0.247123259
0.046439102,0.1769336,-0.247123259
0.046439102,0.1769336,-0.247123259
0.046439102,0.1769336,-0.247123259
0.046439102,0.1769336,-0.247123259
0.046439102,0.1769336,-0.247123259
0.048274391,0.1769336,-0.247123259
0.047770474,0.1769336,-0.247123259
0.047770474,0.1769336,-0.247123259
0.047770474,0.1769336,-0.247123259
0.047770474,0.17079466,-0.246708003
0.047770474,0.17079466,-0.246708003
0.047254699,0.17079466,-0.246708003
0.047254699,0.17079466,-0.246708003
0.047254699,0.17079466,-0.246708003
0.047254699,0.17079466,-0.247560756
0.047254699,0.17079466,-0.244596368
0.047254699,0.17079466,-0.244596368
0.047254699,0.17079466,-0.244596368
0.047254699,0.17079466,-0.244596368
0.047254699,0.17079466,-0.244596368
0.047254699,0.17079466,-0.244596368
0.047254699,0.17079466,-0.244596368
0.047254699,0.17079466,-0.244596368
0.047254699,0.17079466,-0.246288038
0.047254699,0.178357285,-0.246288038
0.047254699,0.178357285,-0.246288038
0.047254699,0.178357285,-0.246288038
0.047254699,0.178357285,-0.245401844
0.047254699,0.178357285,-0.245401844
0.047254699,0.178357285,-0.245401844
0.047254699,0.178357285,-0.245401844
0.047254699,0.178357285,-0.2468822
0.047254699,0.1769336,-0.2468822
0.047254699,0.1769336,-0.246764993
0.047254699,0.1769336,-0.246764993
0.047254699,0.1769336,-0.246766244
0.047254699,0.179355469,-0.246766244
0.047254699,0.179355469,-0.246766244
0.047254699,0.179355469,-0.246766244
0.047254699,0.179355469,-0.246766244
0.047254699,0.179355469,-0.246766244
0.047254699,0.179355469,-0.246766244
0.047254699,0.179355469,-0.246766244
0.047254699,0.179355469,-0.246766244
0.047254699,0.179355469,-0.246766244
0.047254699,0.179355469,-0.246766244
0.047254699,0.179355469,-0.246766244
0.047254699,0.179355469,-0.246766244
0.047254699,0.179355469,-0.246766244
0.047254699,0.179355469,-0.246766244
0.047254699,0.179355469,-0.246476514
0.047254699,0.221045108,-0.246476514
0.047254699,0.221045108,-0.246476514
0.047254699,0.221045108,-0.246476514
0.047254699,0.221045108,-0.246476514
0.047254699,0.221045108,-0.246476514
0.047254699,0.221045108,-0.246476514
0.047254699,0.221045108,-0.246476514
0.047254699,0.221045108,-0.246476514
0.047254699,0.221045108,-0.246476514
0.047254699,0.221045108,-0.246476514
0.047254699,0.221045108,-0.246476514
0.047254699,0.221045108,-0.246476514
0.047254699,0.221045108,-0.24584901
0.047254699,0.221045108,-0.24584901
0.047254699,0.221045108,-0.24584901
0.047254699,0.221045108,-0.24584901
0.047254699,0.221045108,-0.24584901
0.047254699,0.221045108,-0.24584901
0.047254699,0.221045108,-0.24584901
0.047254699,0.221045108,-0.24584901
0.047254699,0.221045108,-0.247172243
0.047254699,0.221045108,-0.247172243
0.047254699,0.221045108,-0.247172243
0.061544859,0.221045108,-0.247172243
0.061544859,0.221045108,-0.247172243
0.061544859,0.221045108,-0.247172243
0.061544859,0.221045108,-0.247172243
0.061544859,0.221045108,-0.247172243
0.047254699,0.221045108,-0.247162318
0.047254699,0.221045108,-0.247162318
0.057779742,0.221045108,-0.247162318
0.057779742,0.221045108,-0.247166376
0.057779742,0.221045108,-0.247166376
0.057779742,0.221045108,-0.247166376
0.057779742,0.221045108,-0.247166376
0.057779742,0.221045108,-0.247166376
0.057779742,0.221045108,-0.247166376
0.057779742,0.190105894,-0.245948262
0.057779742,0.190105894,-0.245948262
0.057779742,0.190105894,-0.245948262
0.057779742,0.190105894,-0.247702221
0.057779742,0.190105894,-0.247702221
0.057779742,0.190105894,-0.247702221
0.049443089,0.190105894,-0.247702221
0.047917029,0.177057296,-0.247702221
0.047917029,0.177057296,-0.24767099
0.047917029,0.179327859,-0.247702221
0.047917029,0.179327859,-0.24767099
0.047917029,0.177029686,-0.247702221
0.047917029,0.226931957,-0.24767099
0.070706286,0.226931957,-0.247702221
0.070706286,0.226931957,-0.24767099
0.070706286,0.226931957,-0.247702221
0.070706286,0.226931957,-0.24767099
0.070706286,0.226931957,-0.247702221
0.070706286,0.226931957,-0.24767099
0.047254699,0.226931957,-0.246233685
0.047254699,0.226931957,-0.246233685
0.047254699,0.226931957,-0.246233685
0.047254699,0.226931957,-0.246233685
0.047254699,0.226931957,-0.246233685
0.069802869,0.226931957,-0.246233685
0.068207998,0.226931957,-0.246233685
0.068207998,0.226931957,-0.246233685
0.068207998,0.226931957,-0.246233685
0.072882343,0.226931957,-0.246233685
0.072882343,0.226931957,-0.246233685
0.072882343,0.226931957,-0.246233685
0.072882343,0.226931957,-0.246233685
0.072882343,0.226931957,-0.246233685
0.072882343,0.226931957,-0.246233685
0.072882343,0.226931957,-0.246233685
0.072882343,0.226931957,-0.246233685
0.070530628,0.226931957,-0.246233685
0.070530628,0.226931957,-0.246233685
0.070530628,0.226931957,-0.246233685
0.070530628,0.226931957,-0.246233685
0.070530628,0.226931957,-0.246233685
0.070530628,0.226931957,-0.246233685
0.070530628,0.226931957,-0.246233685
0.070455547,0.226931957,-0.246233685
0.070455547,0.226931957,-0.246233685
0.070455547,0.226931957,-0.246233685
0.070455547,0.226931957,-0.246233685
0.070455547,0.226931957,-0.246233685
0.070455547,0.226931957,-0.246233685
0.016980777,0.226931957,-0.246233685
0.016980777,0.226931957,-0.246233685
0.016980777,0.226931957,-0.246233685
0.016980777,0.226931957,-0.246233685
0.016980777,0.226931957,-0.246233685
0.016980777,0.226931957,-0.246233685
0.016980777,0.226931957,-0.246233685
0.016980777,0.226931957,-0.246233685
0.016980777,0.226931957,-0.246340515
0.016980777,0.226931957,-0.246340515
0.016980777,0.226931957,-0.246233387
0.016980777,0.226931957,-0.246233685
0.016980777,0.226931957,-0.246233685
0.016980777,0.226931957,-0.246215667
0.016980777,0.226931957,-0.246215667
0.016980777,0.226931957,-0.246273421
0.016980777,0.226931957,-0.246273421
0.016980777,0.226931957,-0.246273421
0.016980777,0.226931957,-0.246273421
0.016980777,0.226931957,-0.246273421
0.070482592,0.226931957,-0.246232479
0.063245899,0.226931957,-0.246273421
0.063245899,0.226931957,-0.246232479
0.072957446,0.226931957,-0.246273421
0.072957446,0.226931957,-0.246232479
0.072957446,0.226931957,-0.246273421
0.072957446,0.226931957,-0.246232479
0.072957446,0.226931957,-0.246273421
0.072957446,0.226931957,-0.246232479
0.072957446,0.226931957,-0.246273421
0.072957446,0.226931957,-0.246232479
0.072957446,0.226931957,-0.246222721
0.072957446,0.226931957,-0.246222721
0.072957446,0.226931957,-0.246222721
0.073371944,0.226931957,-0.246222721
0.073371944,0.226931957,-0.246222721
0.073371944,0.226931957,-0.246222721
0.073371944,0.226931957,-0.246222721
0.073371944,0.226931957,-0.246222721
0.013772452,0.226931957,-0.246208867
0.013772452,0.226931957,-0.246208867
0.013772452,0.200481704,-0.246208867
0.013772452,0.200481704,-0.246208867
0.013772452,0.200481704,-0.246235955
0.013772452,0.200481704,-0.246235955
0.013772452,0.200481704,-0.246270473
0.013772452,0.200481704,-0.246270473
0.013772452,0.200481704,-0.246270473
0.013772452,0.20007327,-0.246270473
0.013772452,0.20007327,-0.246270473
0.013772452,0.20007327,-0.246270473
0.013772452,0.20007327,-0.246273421
0.013772452,0.20007327,-0.246273421
0.013772452,0.20007327,-0.246251405
0.013772452,0.20007327,-0.246251405
0.013772452,0.20007327,-0.246251405
0.013772452,0.20007327,-0.246251405
0.013175389,0.20007327,-0.246243746
0.013175389,0.20007327,-0.246243746
0.013175389,0.20007327,-0.246243746
0.013175389,0.20007327,-0.246243746
0.013175389,0.20007327,-0.246243746
0.013175389,0.20007327,-0.246243746
0.013175389,0.20007327,-0.246251405
0.013175389,0.20007327,-0.246251405
0.013175389,0.20007327,-0.246251405
0.013175389,0.20007327,-0.246251405
0.013175389,0.20007327,-0.246251405
0.013175389,0.20007327,-0.246251405
0.013175389,0.20007327,-0.246251405
0.013175389,0.20007327,-0.246251405
0.013175389,0.20007327,-0.246251405
0.013175389,0.20007327,-0.246251405
0.013175389,0.20007327,-0.246251405
0.013175389,0.20007327,-0.246251405
0.013175389,0.20007327,-0.246251405
0.013175389,0.205307293,-0.246251405
0.013175389,0.205307293,-0.246251405
0.013175389,0.205307293,-0.246295932
0.013175389,0.205307293,-0.246295932
0.013175389,0.205307293,-0.246295932
0.013175389,0.205307293,-0.246295932
0.013175389,0.205307293,-0.246295932
0.013175389,0.205307293,-0.246295932
0.013772452,0.246797723,-0.246295932
0.013772452,0.246797723,-0.246295932
0.013772452,0.246797723,-0.246295932
0.013772452,0.246797723,-0.246295932
0.013772452,0.246797723,-0.246295932
0.013772452,0.246797723,-0.246295932
0.013772452,0.246797723,-0.246295932
0.013046906,0.246797723,-0.246295932
0.013046906,0.246797723,-0.246295932
0.013046906,0.246797723,-0.246295932
0.013046906,0.246797723,-0.246295932
0.013046906,0.246797723,-0.246295932
0.013046906,0.246797723,-0.246295932
0.013046906,0.246797723,-0.246295932
0.013046906,0.246797723,-0.246295932
0.013046906,0.246797723,-0.246295932
0.013046906,0.246797723,-0.246295932
0.013046906,0.246797723,-0.246295932
0.013046906,0.246797723,-0.246295932
0.013046906,0.246797723,-0.246295932
0.013046906,0.246797723,-0.246295932
0.013046906,0.246797723,-0.246295932
0.018868159,0.246797723,-0.246295932
0.018868159,0.246797723,-0.246295932
0.018868159,0.246797723,-0.246295932
0.018868159,0.246797723,-0.246295932
0.018868159,0.246797723,-0.246295932
0.018868159,0.246797723,-0.246295932
0.012029368,0.246797723,-0.246295932
0.012029368,0.246797723,-0.246295932
0.012029368,0.170694439,-0.246295932
0.012029368,0.170694439,-0.246295932
0.012029368,0.170694439,-0.246295932
0.012029368,0.247199009,-0.246295932
0.012029368,0.247199009,-0.246295932
0.012029368,0.247199009,-0.246295932
0.012029368,0.247199009,-0.246295932
0.012029368,0.247199009,-0.246295932
0.012029368,0.247199009,-0.246295932
0.013046906,0.247199009,-0.246260585
0.013046906,0.22086274,-0.246260585
0.013046906,0.22086274,-0.246752129
0.013046906,0.22086274,-0.246752129
0.013046906,0.22086274,-0.246295932
0.013046906,0.22086274,-0.246295932
0.013046906,0.22086274,-0.246295932
0.011837848,0.22086274,-0.246295932
0.011837848,0.22086274,-0.246295932
0.011837848,0.22086274,-0.246260281
0.017429879,0.22086274,-0.246260281
0.017429879,0.22086274,-0.246295932
0.017429879,0.22086274,-0.246295932
0.017429879,0.22086274,-0.246295932
0.017429879,0.22086274,-0.246295932
0.017429879,0.22086274,-0.246295932
0.017429879,0.22086274,-0.246295932
0.017429879,0.22086274,-0.246295932
0.017429879,0.22086274,-0.246295932
0.017429879,0.22086274,-0.246295932
0.017429879,0.22086274,-0.246295932
0.017429879,0.199843856,-0.246295932
0.017429879,0.199843856,-0.246295932
0.017429879,0.199843856,-0.246295932
0.017429879,0.199843856,-0.246295932
0.017429879,0.199843856,-0.246295932
0.017429879,0.199843856,-0.246295932
0.017429879,0.199843856,-0.246295932
0.017429879,0.199843856,-0.246295932
0.013700196,0.199843856,-0.246295932
0.013700196,0.199843856,-0.246295932
0.013700196,0.199843856,-0.246295932
0.013700196,0.199843856,-0.25
0.013686592,0.199843856,-0.25
0.013686592,0.199843856,-0.25
0.013686592,0.199843856,-0.25
0.013686592,0.199843856,-0.246295932
0.013686592,0.199843856,-0.246295932
0.013686592,0.199843856,-0.246295932
0.013686592,0.199843856,-0.246295932
0.013686592,0.199843856,-0.246295932
0.013686592,0.199843856,-0.246295932
0.013686592,0.199843856,-0.246295932
0.013686592,0.199843856,-0.246295932
0.013686592,0.246504488,-0.246295932
0.013686592,0.246504488,-0.246295932
0.01219864,0.246504488,-0.246295932
0.010484727,0.246504488,-0.246295932
0.010484727,0.246504488,-0.246295932
0.010484727,0.246504488,-0.246295932
0.010484727,0.246504488,-0.248755506
0.010484727,0.246504488,-0.248755506
0.010484727,0.246504488,-0.248755506
0.010484727,0.246504488,-0.248755506
0.010484727,0.246504488,-0.248755506
0.010484727,0.246504488,-0.248755506
0.010484727,0.246504488,-0.248755506
0.010484727,0.246504488,-0.248755506
0.010484727,0.246504488,-0.248142046
0.010285113,0.233687013,-0.248142046
0.010622813,0.233687013,-0.248142046
0.010622813,0.233687013,-0.248142046
0.010622813,0.233687013,-0.248142046
0.010622813,0.233687013,-0.248142046
0.010622813,0.229324389,-0.25
0.010622813,0.229324389,-0.25
0.010484727,0.229324389,-0.25
0.010484727,0.229324389,-0.25
0.010484727,0.229324389,-0.246295932
0.010484727,0.229324389,-0.246295932
0.010484727,0.229324389,-0.246295932
0.010484727,0.229324389,-0.246295932
0.010484727,0.229324389,-0.246295932
0.010484727,0.229324389,-0.246295932
0.010484727,0.229324389,-0.246295932
0.010484727,0.229324389,-0.246295932
0.010484727,0.229324389,-0.246295932
0.010260499,0.229324389,-0.246295932
0.010260499,0.23078431,-0.246295932
0.010260499,0.23078431,-0.246295932
0.010260499,0.23078431,-0.246295932
0.010260499,0.23078431,-0.246295932
0.010484727,0.23078431,-0.246295932
0.010484727,0.23078431,-0.246295932
0.010484727,0.23078431,-0.246295932
0.010484727,0.23078431,-0.246295932
0.010484727,0.23078431,-0.246295932
0.010484727,0.23078431,-0.246295932
0.010484727,0.23078431,-0.246295932
0.010484727,0.23078431,-0.246295932
0.010484727,0.23078431,-0.228640658
0.010484727,0.23078431,-0.228640658
0.010484727,0.23078431,-0.228640658
0.010484727,0.23078431,-0.228640658
0.010484727,0.229324389,-0.228640658
0.010484727,0.229324389,-0.228640658
0.010484727,0.229324389,-0.228640658
0.010484727,0.229324389,-0.24988241
0.010262523,0.229324389,-0.24988241
0.010262523,0.229324389,-0.24988241
0.010262523,0.229324389,-0.24988241
0.010262523,0.229324389,-0.24988241
0.010262523,0.229324389,-0.24988241
0.010262523,0.229324389,-0.24988241
0.010262523,0.229324389,-0.24988241
0.010262523,0.229324389,-0.246295932
0.010262523,0.229324389,-0.246295932
0.010262523,0.229324389,-0.246295932
0.010484727,0.229324389,-0.246295932
0.010484727,0.229324389,-0.246295932
0.010484727,0.229324389,-0.246295932
0.010484727,0.229324389,-0.246295932
0.010484727,0.229324389,-0.246295932
0.010484727,0.229324389,-0.246295932
0.010484727,0.229324389,-0.246295932
0.010484727,0.229324389,-0.246295932
0.010484727,0.229324389,-0.249955205
0.010484727,0.229324389,-0.249955205
0.010484727,0.229324389,-0.249955205
0.010484727,0.229324389,-0.249955205
0.010484727,0.229324389,-0.249955205
0.010484727,0.229324389,-0.249955205
0.010484727,0.229324389,-0.249955205
0.010484727,0.229324389,-0.249955205
0.014017364,0.230069667,-0.199800195
0.014017364,0.230069667,-0.246295932
0.023273708,0.225851392,-0.246295932
0.023273708,0.225851392,-0.246295932
0.023273708,0.22825246,-0.246295932
0.023273708,0.22825246,-0.246295932
0.023273708,0.22825246,-0.246295932
0.023273708,0.22825246,-0.246295932
0.023273708,0.22825246,-0.246295932
0.023273708,0.22825246,-0.246295932
0.023273708,0.22825246,-0.246295932
0.023273708,0.229297617,-0.173289354
0.023600165,0.229297617,-0.19417176
0.023600165,0.229297617,-0.19417176
0.023600165,0.229297617,-0.19417176
0.023600165,0.229297617,-0.19417176
